时间, 账本, 类型, 一级分类, 二级分类, 金额, 账户, 报销, 备注
2025/04/28 05:17:16,日常账本,收入,咸鱼收入,,3.0,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/27 19:14:40,日常账本,收入,咸鱼收入,,1.3,支付宝,,【超值】黑马程序员大数据直播课-狂野大数据学习资料，全套
2025/04/27 12:26:06,日常账本,支出,餐饮,,-15.5,微信钱包,,宫保鸡丁盖饭
2025/04/26 14:07:44,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/26 12:06:54,日常账本,收入,红包,,35.0,微信钱包,,F-妈的红包
2025/04/26 11:27:50,日常账本,支出,零食,,-24.9,微信钱包,,芒果
2025/04/26 11:24:06,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/25 18:17:06,日常账本,支出,购物,,-9.0,微信钱包,,醋
2025/04/25 17:09:26,日常账本,支出,其它,,-20.0,微信钱包,,
2025/04/25 14:24:05,日常账本,支出,交通,打车,-7.14,微信钱包,,先乘后付
2025/04/25 11:27:05,日常账本,支出,交通,打车,-6.04,支付宝,,高德打车
2025/04/25 06:14:23,日常账本,支出,餐饮,,-5.5,微信钱包,,鸡蛋煎饼
2025/04/24 13:55:44,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/24 12:47:08,日常账本,支出,交通,打车,-6.38,支付宝,,高德打车
2025/04/24 07:39:26,日常账本,支出,餐饮,,-7.0,微信钱包,,放心早餐
2025/04/23 19:11:32,日常账本,支出,游戏,,-50.0,微信钱包,,500点券*1(为2**933购买)
2025/04/23 18:01:47,日常账本,支出,餐饮,,-13.8,微信钱包,,京东外卖晚餐
2025/04/23 12:21:46,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/04/23 12:13:51,日常账本,支出,饮品,,-4.5,微信钱包,,七喜
2025/04/23 09:43:56,日常账本,支出,餐饮,,-7.5,微信钱包,,手抓饼
2025/04/23 09:41:56,日常账本,支出,饮品,,-5.0,微信钱包,,元气森林
2025/04/23 09:33:07,日常账本,支出,其它,,-0.2,微信钱包,,留白打印-普通打印-DYS268U80351T1745371983099
2025/04/22 23:00:00,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/22 17:49:56,日常账本,支出,水果捞,,-15.4,微信钱包,,水果捞
2025/04/22 17:26:32,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/04/22 10:09:55,日常账本,支出,饮品,,-3.5,微信钱包,,苏打水
2025/04/22 10:09:05,日常账本,支出,餐饮,,-12.0,微信钱包,,烤鸭拌饭
2025/04/21 22:17:03,日常账本,支出,饮品,,-5.0,微信钱包,,冰茶
2025/04/21 13:31:37,日常账本,支出,餐饮,,-15.11,中信银行,,京东外卖-牛肉面
2025/04/21 10:41:40,日常账本,支出,餐饮,,-5.8,微信钱包,,早餐包子
2025/04/20 23:38:00,日常账本,支出,其它,,-23.7,微信钱包,,柠檬片
2025/04/20 17:56:04,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/20 10:21:58,日常账本,支出,餐饮,,-21.0,微信钱包,,早餐包子和甜玉米
2025/04/19 20:43:05,日常账本,支出,零食,,-67.57,中信银行,,鸡胸肉套餐
2025/04/19 20:37:34,日常账本,支出,餐饮,,-16.83,微信钱包,,三明治晚餐
2025/04/19 20:04:03,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/04/19 18:33:22,日常账本,支出,购物,,-60.87,中信银行,,乒乓球拍
2025/04/19 09:25:55,日常账本,支出,餐饮,,-12.5,微信钱包,,早餐包子
2025/04/18 15:45:12,日常账本,收入,其他,,22.5,支付宝,,流量卡
2025/04/18 14:15:44,日常账本,支出,其它,,-100.0,微信钱包,,长安通互联互通充值
2025/04/18 10:12:03,日常账本,支出,餐饮,,-6.5,微信钱包,,早餐包子
2025/04/17 23:33:24,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/17 09:26:18,日常账本,支出,餐饮,,-22.4,微信钱包,,早餐包子和晚餐三明治
2025/04/17 00:18:43,日常账本,支出,服饰,,-1.97,支付宝,,短袖
2025/04/16 22:37:30,日常账本,收入,咸鱼收入,,1.3,支付宝,,【超值】黑马程序员大数据直播课-狂野大数据学习资料，全套
2025/04/16 17:07:16,日常账本,收入,其他,,10.0,,,好评返现
2025/04/16 16:16:36,日常账本,收入,投入转出,,500.68,支付宝,,
2025/04/16 13:51:31,日常账本,收入,咸鱼收入,,1.5,支付宝,,【超值】黑马程序员大数据直播课-狂野大数据学习资料，全套
2025/04/16 13:40:14,日常账本,支出,饮品,,-4.0,微信钱包,,苏打水
2025/04/16 13:29:34,日常账本,支出,餐饮,,-13.0,微信钱包,,白斩鸡饭
2025/04/16 10:15:47,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/16 09:46:22,日常账本,支出,餐饮,,-7.5,微信钱包,,手抓饼
2025/04/16 09:39:52,日常账本,支出,其它,,-0.4,微信钱包,,双鱼复印店-打印费
2025/04/15 23:08:22,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/15 20:07:21,日常账本,支出,饮品,,-10.0,微信钱包,,可乐+茶派
2025/04/15 20:01:12,日常账本,支出,水果捞,,-13.0,微信钱包,,微信主扫静态码消费
2025/04/15 19:49:02,日常账本,支出,餐饮,,-14.0,微信钱包,,卤肉饭
2025/04/15 18:55:54,日常账本,支出,服饰,,-58.34,支付宝,,速干衣
2025/04/15 10:50:46,日常账本,支出,餐饮,,-14.96,微信钱包,,便利店三明治
2025/04/15 10:44:03,日常账本,支出,餐饮,,-5.0,微信钱包,,早餐包子
2025/04/14 23:42:12,日常账本,支出,游戏,,-6.0,微信钱包,,60点券*1(为2**933购买)
2025/04/14 19:35:48,日常账本,支出,餐饮,,-14.0,微信钱包,,蘑菇炒牛肉盖面
2025/04/14 16:09:14,日常账本,收入,咸鱼收入,,1.5,支付宝,,【超值】黑马程序员大数据直播课-狂野大数据学习资料，全套
2025/04/14 12:35:04,日常账本,支出,餐饮,,-18.68,支付宝,,猪脚饭
2025/04/14 10:21:46,日常账本,支出,餐饮,,-7.0,微信钱包,,早餐包子
2025/04/14 09:46:12,日常账本,支出,其它,,-39.55,支付宝,,宠粉福利90分钟牛奶花瓣木桶浴泡澡全身精致按摩丰富简餐小吃饮品21.0...
2025/04/13 10:20:28,日常账本,支出,零食,,-4.0,微信钱包,,两根烤肠
2025/04/13 10:18:50,日常账本,收入,其他,,10.5,微信钱包,,包子钱
2025/04/13 10:04:31,日常账本,支出,餐饮,,-13.5,微信钱包,,早餐包子
2025/04/12 13:50:50,日常账本,支出,餐饮,,-10.0,,,牛肉拉面
2025/04/12 13:50:50,日常账本,支出,餐饮,,-10.0,微信钱包,,牛肉拉面
2025/04/12 10:44:49,日常账本,支出,其它,,-20.0,微信钱包,,刮刮乐
2025/04/12 01:01:27,日常账本,收入,其他,,44.55,支付宝,,退款
2025/04/11 13:28:47,日常账本,支出,餐饮,,-78.9,微信钱包,,优为客牛排自助餐厅-美团App
2025/04/11 11:53:13,日常账本,支出,服饰,,-196.0,中信银行,,烫头
2025/04/11 09:54:32,日常账本,支出,餐饮,,-7.0,微信钱包,,早餐
2025/04/10 19:01:24,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/10 15:56:00,日常账本,支出,交通,公交地铁,-3.0,支付宝,,地铁-马腾空-15:36:23-田家湾-15:55:57
2025/04/10 15:45:50,日常账本,支出,餐饮,,-21.9,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2025/04/10 15:18:24,日常账本,支出,交通,公交地铁,-2.0,支付宝,,--乘车时间：2025-04-1015:18:22
2025/04/10 09:52:49,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/04/09 13:56:36,日常账本,支出,其它,,-450.0,微信钱包,,驾校考试费
2025/04/09 11:31:13,日常账本,支出,交通,打车,-7.6,支付宝,,高德打车
2025/04/09 10:27:33,日常账本,支出,饮品,,-5.0,支付宝,,冰茶
2025/04/09 10:26:27,日常账本,支出,餐饮,,-7.5,微信钱包,,手抓饼
2025/04/08 12:46:03,日常账本,支出,饮品,,-2.0,微信钱包,,苏打水
2025/04/08 10:47:51,日常账本,收入,工资,,1017.14,中信银行,,
2025/04/08 07:23:31,日常账本,支出,餐饮,,-7.5,微信钱包,,放心早餐
2025/04/07 15:18:53,日常账本,收入,投入转出,,625.2,微信钱包,,
2025/04/07 14:53:36,日常账本,支出,其它,,-279.93,微信钱包,,书本费
2025/04/07 14:22:51,日常账本,支出,零食,,-6.0,微信钱包,,乡巴佬鸡腿
2025/04/07 13:55:14,日常账本,支出,饮品,,-2.0,微信钱包,,苏打水
2025/04/07 09:42:27,日常账本,支出,游戏,,-6.0,微信钱包,,60点券*1(为2**933购买)
2025/04/07 08:40:33,日常账本,支出,其它,,-20.0,微信钱包,,电动车后视镜
2025/04/06 19:11:10,日常账本,支出,其它,,-20.0,微信钱包,,信息采集
2025/04/06 14:11:23,日常账本,支出,饮品,,-4.0,微信钱包,,百岁山
2025/04/06 11:58:56,日常账本,支出,其它,,-50.0,微信钱包,,电动车后视镜
2025/04/06 11:34:05,日常账本,支出,饮品,,-2.0,微信钱包,,苏打水
2025/04/06 08:25:39,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/04/05 22:39:58,日常账本,收入,红包,,10.0,微信钱包,,
2025/04/05 10:09:19,日常账本,支出,购物,,-22.9,微信钱包,,墨镜夹片
2025/04/05 10:08:08,日常账本,支出,购物,,-99.0,微信钱包,,护腰靠垫
2025/04/05 09:48:25,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/04/04 09:55:49,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/04/01 13:32:40,日常账本,支出,餐饮,,-27.0,微信钱包,,魏家凉皮
2025/04/01 10:04:28,日常账本,收入,咸鱼收入,,1.3,支付宝,,【超值】黑马程序员大数据直播课-狂野大数据学习资料，全套
2025/04/01 09:27:37,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/04/01 05:35:43,日常账本,收入,咸鱼收入,,2.79,支付宝,,【GO语言实战项目】
2025/03/30 21:13:13,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/03/29 22:22:22,日常账本,转账,转账,,-1000.0,微信钱包,,微信钱包>招商银行
2025/03/29 22:22:22,日常账本,转账,转账,,1000.0,招商银行,,微信钱包>招商银行
2025/03/29 22:14:29,日常账本,收入,红包,,10.0,微信钱包,,微信红包-来自F-爸
2025/03/29 11:05:34,日常账本,支出,交通,,-100.0,微信钱包,,长安通互联互通充值
2025/03/29 10:42:59,日常账本,支出,游戏,,-18.0,微信钱包,,药师野乃宇(为2**933购买)
2025/03/28 21:56:16,日常账本,收入,红包,,160.0,微信钱包,,微信红包-来自F-爸
2025/03/28 18:16:46,日常账本,支出,其它,,-1.9,微信钱包,,双鱼复印店-打印费
2025/03/28 09:15:48,日常账本,收入,零钱通,,4.23,微信钱包,,
2025/03/28 08:10:31,日常账本,收入,其他,,0.21,支付宝,,碰一下支付现金奖励
2025/03/28 06:45:24,日常账本,收入,其他,,0.18,支付宝,,碰一下支付现金奖励
2025/03/27 22:33:20,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/03/27 19:30:25,日常账本,支出,其它,,-119.0,中信银行,,入职体检
2025/03/27 16:32:53,日常账本,支出,其它,,-298.0,微信钱包,,水云涧
2025/03/26 21:17:47,日常账本,收入,咸鱼收入,,3.0,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/03/26 20:22:24,日常账本,支出,其它,,-0.5,微信钱包,,打印
2025/03/26 19:39:08,日常账本,支出,其它,,-8.0,微信钱包,,快递
2025/03/26 17:01:57,日常账本,收入,其他,,135.0,支付宝,,咸鱼出内存条
2025/03/26 10:03:50,日常账本,支出,游戏,,-50.0,微信钱包,,深圳市腾讯天游科技有限公司
2025/03/25 15:03:49,日常账本,收入,其他,,0.19,支付宝,,碰一下支付现金奖励
2025/03/25 10:19:33,日常账本,收入,其他,,0.2,支付宝,,碰一下支付现金奖励
2025/03/25 10:19:25,日常账本,收入,其他,,1.0,支付宝,,支付宝商家服务-收款记录
2025/03/25 08:39:51,日常账本,收入,其他,,0.23,支付宝,,碰一下支付现金奖励
2025/03/25 08:35:32,日常账本,收入,其他,,0.19,支付宝,,碰一下支付现金奖励
2025/03/24 19:13:43,日常账本,收入,其他,,0.17,支付宝,,碰一下支付现金奖励
2025/03/24 10:57:58,日常账本,支出,投入,,-340.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/24 09:31:52,日常账本,支出,游戏,,-6.0,微信钱包,,60点券*1(为2**933购买)
2025/03/24 08:52:16,日常账本,收入,其他,,0.53,支付宝,,碰一下支付现金奖励
2025/03/24 08:29:22,日常账本,收入,其他,,0.51,支付宝,,碰一下支付现金奖励
2025/03/24 08:12:50,日常账本,收入,其他,,0.53,支付宝,,碰一下支付现金奖励
2025/03/24 07:11:18,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/24 07:10:57,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/23 20:17:26,日常账本,收入,其他,,0.49,支付宝,,碰一下支付现金奖励
2025/03/23 16:07:28,日常账本,收入,其他,,0.47,支付宝,,碰一下支付现金奖励
2025/03/23 08:39:39,日常账本,收入,其他,,0.52,支付宝,,碰一下支付现金奖励
2025/03/22 10:14:35,日常账本,支出,日用,,-37.0,微信钱包,,面霜
2025/03/21 17:09:26,日常账本,支出,购物,,-453.0,微信钱包,,内存
2025/03/21 07:13:09,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/21 07:12:06,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/20 22:17:06,日常账本,收入,火影租号,,2.6,微信钱包,,
2025/03/20 12:14:08,日常账本,支出,交通,共享单车,-1.5,中信银行,,
2025/03/20 07:27:43,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/20 07:10:15,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/19 20:42:30,日常账本,支出,其它,,-1.0,支付宝,,阿里云
2025/03/19 20:42:29,日常账本,支出,其它,,-1.0,支付宝,,充值:阿里云服务购买,业务交易号:CFP202503192042249974
2025/03/19 18:17:58,日常账本,收入,其他,,0.21,支付宝,,碰一下支付现金奖励
2025/03/19 11:15:59,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/03/19 07:31:11,日常账本,支出,投入,,-100.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/19 07:25:20,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/19 07:05:45,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/18 07:41:56,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/18 07:36:12,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/17 22:59:51,日常账本,支出,游戏,,-6.0,微信钱包,,60点券*1(为2**933购买)
2025/03/17 13:03:57,日常账本,收入,红包,,6.0,微信钱包,,F-妈的红包
2025/03/17 11:49:12,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2025/03/17 11:49:12,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2025/03/17 08:05:19,日常账本,收入,其他,,0.2,支付宝,,碰一下支付现金奖励
2025/03/17 07:45:30,日常账本,收入,其他,,0.17,支付宝,,碰一下支付现金奖励
2025/03/17 07:35:49,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/17 07:12:42,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/16 17:22:41,日常账本,收入,其他,,0.21,支付宝,,碰一下支付现金奖励
2025/03/16 08:59:56,日常账本,收入,其他,,0.21,支付宝,,碰一下支付现金奖励
2025/03/16 07:56:43,日常账本,收入,其他,,0.21,支付宝,,碰一下支付现金奖励
2025/03/16 07:55:52,日常账本,收入,其他,,0.18,支付宝,,碰一下支付现金奖励
2025/03/15 18:52:10,日常账本,支出,餐饮,,-152.0,微信钱包,,潮功夫牛侠潮汕牛肉火锅-大众点评微信小程序-25031511100400001306176870987778
2025/03/15 17:39:50,日常账本,收入,其他,,0.19,支付宝,,碰一下支付现金奖励
2025/03/15 17:09:27,日常账本,收入,其他,,0.17,支付宝,,碰一下支付现金奖励
2025/03/15 16:44:12,日常账本,支出,其它,,-20.0,微信钱包,,刮刮乐
2025/03/15 15:35:41,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2025/03/15 15:35:41,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2025/03/15 15:35:06,日常账本,收入,其他,,10.0,中信银行,,网盘推广
2025/03/14 07:44:39,日常账本,收入,其他,,0.18,支付宝,,碰一下支付现金奖励
2025/03/14 07:10:46,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/14 07:10:36,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/13 23:56:24,日常账本,收入,咸鱼收入,,3.0,支付宝,,【GO语言实战项目】
2025/03/13 18:18:50,日常账本,支出,其它,,-91.0,微信钱包,,云海意境足道（长乐新城D区店）-美团App-25031311100400001305789914634778
2025/03/13 10:21:11,日常账本,收入,红包,,2.78,微信钱包,,微信红包-来自颖博
2025/03/13 09:54:20,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2025/03/13 09:54:20,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2025/03/13 07:11:33,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/13 07:11:14,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/12 21:36:10,日常账本,收入,火影租号,,3.4,微信钱包,,微信转账
2025/03/12 18:10:39,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/03/12 14:20:38,日常账本,收入,其他,,0.21,支付宝,,碰一下支付现金奖励
2025/03/12 12:04:51,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2025/03/12 12:04:51,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2025/03/12 11:38:32,日常账本,收入,其他,,2613.64,中信银行,,退税
2025/03/12 07:25:55,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/12 07:08:24,日常账本,支出,投入,,-100.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/12 07:05:10,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/11 22:10:37,日常账本,支出,购物,,-557.6,中信银行,,买燃气灶
2025/03/11 22:07:33,日常账本,收入,其他,,560.0,微信钱包,,
2025/03/11 08:09:01,日常账本,收入,其他,,0.22,支付宝,,碰一下支付现金奖励
2025/03/11 07:27:23,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/11 07:26:37,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/10 10:24:49,日常账本,支出,其它,,-60.0,微信钱包,,西安市公安局交通警察支队:理论知识考试（70%-30%市省）
2025/03/10 07:47:04,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/10 07:46:51,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/09 22:28:59,日常账本,收入,其他,,30.0,微信钱包,,F-妈的红包
2025/03/09 19:22:11,日常账本,收入,其他,,0.51,支付宝,,碰一下支付现金奖励
2025/03/09 18:56:13,日常账本,收入,其他,,0.45,支付宝,,碰一下支付现金奖励
2025/03/09 18:20:47,日常账本,支出,交通,公交地铁,-3.0,微信钱包,,J00005H0RJ20250309182044X0
2025/03/09 13:12:23,日常账本,收入,其他,,0.52,支付宝,,碰一下支付现金奖励
2025/03/09 12:32:33,日常账本,支出,交通,公交地铁,-1.0,微信钱包,,2025-03-0912:32乘车费用
2025/03/09 09:57:08,日常账本,收入,其他,,0.53,支付宝,,碰一下支付现金奖励
2025/03/09 08:00:19,日常账本,收入,其他,,0.49,支付宝,,碰一下支付现金奖励
2025/03/09 07:37:23,日常账本,收入,其他,,0.53,支付宝,,碰一下支付现金奖励
2025/03/08 19:15:31,日常账本,收入,其他,,0.49,支付宝,,碰一下支付现金奖励
2025/03/08 10:08:33,日常账本,收入,其他,,0.45,支付宝,,碰一下支付现金奖励
2025/03/07 18:56:23,日常账本,收入,其他,,0.52,支付宝,,碰一下支付现金奖励
2025/03/07 17:53:37,日常账本,收入,其他,,20.26,中信银行,,网盘推广
2025/03/07 17:53:17,日常账本,收入,工资,,3780.0,中信银行,,
2025/03/07 10:21:50,日常账本,收入,其他,,0.22,支付宝,,碰一下支付现金奖励
2025/03/07 10:21:43,日常账本,收入,其他,,2.0,支付宝,,支付宝商家服务-收款记录
2025/03/07 08:57:48,日常账本,收入,其他,,0.23,支付宝,,碰一下支付现金奖励
2025/03/07 07:26:12,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/07 07:13:42,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/06 17:38:09,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/03/06 07:38:09,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/06 07:27:27,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/06 07:22:43,日常账本,收入,其他,,0.17,支付宝,,碰一下支付现金奖励
2025/03/05 10:11:23,日常账本,收入,咸鱼收入,,1.0,支付宝,,限时低价0.1折!只须一元!
2025/03/05 09:15:10,日常账本,收入,火影租号,,2.3,微信钱包,,
2025/03/05 08:17:27,日常账本,收入,其他,,0.17,支付宝,,碰一下支付现金奖励
2025/03/05 07:28:19,日常账本,支出,投入,,-100.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/05 07:22:34,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/05 07:11:41,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/04 21:53:31,日常账本,收入,咸鱼收入,,1.75,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/03/04 08:11:26,日常账本,收入,其他,,0.18,支付宝,,碰一下支付现金奖励
2025/03/04 07:53:25,日常账本,收入,其他,,0.23,支付宝,,碰一下支付现金奖励
2025/03/04 07:30:47,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/04 07:21:08,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/03 09:29:16,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/03/03 07:25:35,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/03/03 07:10:15,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/03/02 22:54:59,日常账本,收入,咸鱼收入,,1.75,支付宝,,尚硅谷java2024北京班线下完结课程(完结无密)
2025/03/02 22:05:19,日常账本,收入,火影租号,,4.2,微信钱包,,微信转账
2025/03/02 15:12:08,日常账本,收入,咸鱼收入,,2.0,支付宝,,Go开发工程师全套资料，项目源码+视频教程，入门到高级全覆盖
2025/03/02 13:32:47,日常账本,收入,咸鱼收入,,2.66,支付宝,,Java程序员阿斌手把手教学-IM项目实战课【聊天室
2025/03/02 11:42:22,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/03/01 19:27:37,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/03/01 18:58:42,日常账本,收入,其他,,0.21,支付宝,,碰一下支付现金奖励
2025/03/01 08:30:21,日常账本,收入,其他,,0.23,支付宝,,碰一下支付现金奖励
2025/02/28 21:45:00,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/02/28 20:48:15,日常账本,支出,投入,,-300.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/02/28 12:37:15,日常账本,支出,其它,,-0.2,微信钱包,,西安市长安区双鱼复印部
2025/02/28 10:13:12,日常账本,支出,游戏,,-12.0,微信钱包,,支付订单(为2**933购买)
2025/02/28 08:17:38,日常账本,收入,其他,,0.21,支付宝,,碰一下支付现金奖励
2025/02/28 08:14:29,日常账本,收入,其他,,0.19,支付宝,,碰一下支付现金奖励
2025/02/28 07:46:44,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/02/28 07:35:47,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/02/28 00:02:22,日常账本,支出,游戏,,-18.0,微信钱包,,千手扉间[少年](为2**933购买)
2025/02/28 00:01:12,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2025/02/27 21:59:25,日常账本,收入,咸鱼收入,,3.0,支付宝,,解锁B站宝藏充电视频合集，超值内容独家享！
2025/02/27 20:39:28,日常账本,支出,餐饮,,-29.6,微信钱包,,晚饭
2025/02/27 09:08:07,日常账本,支出,其它,,-0.12,微信钱包,,商户单号XP1025022709501115154631002571
2025/02/27 08:48:55,日常账本,收入,投入转出,,102.04,支付宝,,余额宝-融通易支付货币A
2025/02/27 08:14:01,日常账本,收入,其他,,0.2,支付宝,,碰一下支付现金奖励
2025/02/27 07:11:27,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/02/27 07:10:52,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/02/26 07:30:20,日常账本,支出,投入,,-10.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/02/26 07:21:22,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
2025/02/26 07:13:43,日常账本,支出,投入,,-100.0,微信钱包,,国泰江源优势精选灵活配置混合A(005730)
2025/02/25 23:23:48,日常账本,支出,投入,,-10.0,微信钱包,,永赢先进制造智选混合发起A(018124)
